121308274,66,836,900
315412062,62,903,924
79640658,64,1118,1082
293434211,65,323,229
327245889,36,1147,1074
164863450,42,1387,1316
99025574,26,1069,1222
176240666,36,1067,941
110428643,36,202,196
338021588,47,739,735
984734738,42,148,136
361796009,47,289,308
100749860,57,3101,3028
192225373,67,240,255
117180861,52,1592,1728
318782700,56,782,603
91556131,53,2546,2450
144657139,61,2804,2846
70068301,46,94,112
120452753,61,1690,1740
864761049,63,480,446
297630649,62,1246,1177
386498326,55,244,281
1817948,46,1438,1476
331307446,51,29,30
347862434,57,1419,1734
251864695,47,424,363
875682877,55,795,802
149726637,54,13,13
348930268,57,635,325
251486724,54,192,200
215166239,67,2040,1835
203914622,55,1816,1781
168047029,53,66,57
167324567,61,423,492
170380587,54,1499,1570
234773645,21,332,359
199660018,25,881,769
233293727,21,595,647
159524486,72,3732,2644
329609008,54,716,636
197477335,72,2464,1995
149354466,80,2059,1844
372492461,56,593,691
154040680,72,1281,1223
375243100,67,1457,1472
197388811,51,780,655
207943542,52,424,452
863818880,53,1572,1504
336800627,51,1136,1162
141143721,46,730,673
944701936,52,129,98
144446940,54,4455,4651
474878664,32,15,12
384488797,0,377,342
235993661,33,60,51
537724102,55,738,647
246523915,0,465,381
171196214,0,1113,1002
126315877,51,1698,1688
351817624,47,90,133
373514709,43,977,911
75562034,37,286,354
131187167,44,2976,3136
178566054,46,449,404
121502247,67,2340,2318
113489738,67,1638,1424
454025047,72,1748,1677
123846358,67,1623,1528
892026968,67,239,184
131283830,64,4299,4084
216459937,53,1316,1222
904876119,52,32,31
86873503,66,4228,4062
137720021,63,1532,1282
110441915,64,2430,2059
88852808,56,4788,2459
110778393,67,468,407
102944752,80,1637,776
108745627,80,1998,1818
168620097,80,1081,991
154857449,67,811,803
128991222,67,1790,1523
101949458,64,1774,1882
101939997,66,3486,3049
387379499,67,971,909
372855259,63,1400,1437
133956635,42,771,797
54589027,0,1835,1863
326696142,47,294,350
228510783,47,674,677
306139817,47,1098,1040
135591052,80,2374,2004
144347081,73,1578,1538
276776722,74,31,27
164988913,77,2329,2385
296674231,74,545,505
155763294,74,3220,3045
260976364,80,4364,4243
312711761,80,932,879
169191828,46,1154,1136
212905175,52,2554,2334
171711396,45,180,189
142794513,67,2584,2390
311036296,67,661,633
154798411,64,261,203
155091379,67,863,811
386034711,62,745,578
1007055689,80,382,238
115447220,80,3060,2772
179588286,80,2549,2334
117112222,80,2665,2477
95605155,80,6812,6413
127971018,80,1340,1220
278357082,80,1433,1288
850608397,80,424,323
187369579,51,1462,1498
99134902,54,904,931
121888621,51,1338,1372
178283409,45,1056,964
224794802,47,2026,1926
136614554,0,323,256
250611880,47,846,839
376964086,54,695,577
194658577,64,2449,2210
888359885,0,79,60
433105905,0,25,20
1012920093,0,51,42
251527401,62,2113,1941
189517778,41,1241,1238
130087187,0,303,258
411430259,0,378,444
438598603,44,273,165
192225807,62,751,745
14436407,45,1196,1137
182068071,73,2556,2475
387470036,56,1721,1741
186589755,67,1454,1283
168507944,61,989,902
174315170,55,1295,1272
101825794,76,2369,2222
166903187,67,2103,1886
902092588,0,6,7
253132839,53,62,62
170640236,43,1418,1383
158207058,64,305,318
154960461,51,375,368
411968669,41,557,544
396860778,33,536,515
301940068,37,859,887
211915615,36,223,237
240262821,31,1008,991
303095987,67,163,94
75998270,0,2078,2108
349488043,67,1093,1171
157873756,67,3247,3077
380088768,67,565,549
62567941,66,1651,1672
156993067,65,824,866
247106521,67,892,803
136561894,66,2611,2523
194833183,33,2030,2021
141613095,0,532,524
136315693,67,1934,1855
140461290,0,1219,1230
223841186,0,517,540
105692659,71,2171,1989
308364728,51,1163,1109
472117906,44,11,6
139249980,45,259,257
304993679,80,1410,1393
302206139,71,1253,1284
1008918057,0,9,15
139583680,67,1348,1198
139957455,34,239,213
120912901,27,797,611
294568175,0,225,197
314139894,41,104,59
168153417,67,2165,1895
114391225,0,1304,1277
177123561,67,2361,2076
206052611,0,333,288
217361257,0,768,788
82329562,67,1243,1144
97528279,72,2623,2319
257199235,0,2807,2445
216259353,66,1495,1387
342323950,56,268,318
401691379,67,2572,2357
233246095,80,1198,1098
114324905,80,3220,2997
164606422,80,2752,2566
174394307,80,752,496
76358101,80,5370,4722
83849961,80,4316,4098
193125873,80,3049,2820
486785385,80,777,677
897681883,52,357,267
179571285,44,418,313
176873386,51,310,230
157670167,77,3013,2715
187941289,67,2434,2076
134945359,67,3093,2883
207101951,67,1455,1387
910028605,75,182,66
58916183,74,3147,3028
882723987,74,184,131
209242612,80,2252,2036
222181170,80,1179,1147
143204688,80,4458,3848
103763854,80,2808,2522
367057206,80,1340,1041
313869164,80,1146,921
99374440,77,2220,1898
203600694,80,2830,2738
229131971,62,1194,1146
153536124,43,1939,1900
134625026,62,3064,3140
152857320,54,2490,2351
118391509,54,2058,2027
125936871,46,449,455
229526169,54,685,573
178366586,51,4257,3511
224538449,51,3047,2707
319360679,42,1477,1458
156551985,45,1327,1317
386115800,46,557,514
200953811,47,1428,1184
34924740,65,2283,2183
134678742,67,3114,2788
115122010,65,2375,2261
868165759,65,474,364
246519865,62,1372,1179
252474781,64,751,730
107984645,61,1315,1125
93746301,67,879,825
297844001,27,192,196
411784258,41,528,588
868434411,37,351,259
85318251,26,118,124
114884661,67,2339,2251
171887015,62,703,695
125361649,65,1722,1678
195799448,63,1905,1776
366076101,64,1708,1667
141330260,62,922,681
167418660,67,1165,1133
162201089,63,2181,2114
198319357,64,2608,2282
70778979,0,1980,1893
359375059,67,1365,1303
91712668,63,3086,3021
158482889,62,2056,1978
183089230,67,1582,1532
287709802,67,620,579
299370420,67,1382,1266
364204305,53,615,675
75178865,36,765,831
903560785,54,235,180
121514324,41,958,865
916930001,46,125,118
226580437,33,1277,1203
185906638,32,1577,1510
147272525,45,1826,1702
355915941,67,1285,1196
241026170,76,1043,886
444008038,71,176,42
181757058,72,257,218
109540967,76,4507,4157
108852189,76,4298,4124
849101542,77,163,102
95722856,65,866,854
917187571,73,555,428
100774835,66,1916,1741
345621904,26,181,175
424405111,25,289,362
872032270,22,46,37
427643681,37,515,448
253020191,53,1111,968
354213559,33,339,336
164471741,53,1234,1250
143259407,35,78,29
317945659,46,95,29
315494844,46,183,96
335348348,51,93,94
223072957,42,741,741
168210196,52,1609,1235
183255483,44,1548,1584
112095376,55,1400,1242
1013060797,0,84,63
439581509,77,1080,745
113833404,0,3219,3187
93935440,0,231,189
148690935,47,935,865
136771424,53,589,615
136079305,35,578,626
122667967,80,1677,1150
139088304,0,667,694
136168130,0,1236,1279
138439548,61,1199,1176
182755326,74,2213,2047
197551780,0,65,41
138669354,67,1024,908
169587976,63,703,651
194499035,0,640,557
94454324,0,1376,1366
172992056,62,1060,1099
167059108,61,1198,1160
182124708,67,465,410
137314500,63,1084,993
187623985,62,1517,1511
356620244,0,327,327
78037738,57,1516,1425
908542900,37,119,145
413325645,65,1057,1010
181182639,66,1304,1013
298303961,65,635,610
317417370,62,324,343
228489485,67,230,199
328054955,67,1705,1607
112065214,63,1038,955
347837835,63,391,442
903521381,52,163,201
140239014,67,775,688
44137819,63,1691,1744
68500031,62,2852,2771
374678254,37,788,625
301984539,52,951,997
384818692,37,131,114
170455271,52,1605,1446
44839557,43,573,610
122804638,54,2876,2921
153380147,52,568,541
347857172,51,751,562
125474296,0,1800,1784
128417617,53,5179,5084
117375809,0,1777,1719
321366130,55,1060,1070
172811381,51,1196,1238
348210771,64,993,974
353174125,43,395,351
92970547,62,1940,1856
150729937,54,3675,3593
324289261,63,651,798
102785341,56,2066,1909
154692750,53,377,352
417172227,62,36,31
157505686,56,2071,1868
162375139,65,1915,1707
203517481,80,3703,3035
879471472,80,887,685
879607674,80,1266,1047
108229964,77,1215,1073
114229867,80,5450,4441
80615428,80,3125,2237
115375765,76,2885,2240
120792345,43,1271,1204
139681419,46,2989,2909
142207298,0,139,121
165107545,41,1740,1799
137504755,37,898,854
161839094,43,454,552
193972194,46,36,34
169130158,64,3130,2820
101512800,44,2663,2786
67857181,67,237,176
100989895,62,1806,1687
65321912,75,2143,2071
838443322,56,196,124
273620664,0,139,133
170908502,0,1400,1496
119966619,61,376,211
483712700,54,110,59
179488235,37,712,523
842713399,23,371,438
131747213,0,139,153
215550410,33,358,277
106285116,45,1735,1776
204084650,65,814,620
301777652,55,1024,1084
122195235,52,1740,1650
89620035,0,1188,1179
120237094,56,2657,2636
902087945,16,211,222
346564253,21,81,94
212302033,41,897,913
144596093,35,406,332
216115226,55,1797,1811
297361389,0,95,102
404673376,35,120,114
161095248,37,536,509
168469465,54,745,849
897694293,32,448,454
248209199,31,127,106
867921043,35,94,107
902135258,66,356,323
428755925,62,72,57
79954585,67,4249,4188
343779342,63,1268,1159
112512641,56,551,516
110155224,0,2013,1774
244052364,61,3162,3043
134344286,67,4030,4023
114185288,54,1498,1593
157817148,67,1091,940
156470468,57,1064,1075
102141113,47,598,508
111645144,62,2573,2381
133046659,53,1469,1132
185114483,67,392,377
146878105,62,662,625
124962122,80,472,341
119801879,80,3013,2794
48148702,80,2116,1980
187590826,80,2601,2210
203982545,80,686,591
125326675,80,2917,2730
121796609,80,2605,2518
878110314,80,957,865
348545933,80,2426,2105
974378271,53,317,130
182007014,66,922,767
975320012,41,109,49
1002145601,46,53,20
382680559,63,230,252
374582076,54,131,119
161618350,53,894,868
303597038,52,1057,1028
842851393,47,184,189
250497707,32,507,429
374928616,44,9,16
140116393,43,65,65
136940745,36,62,56
170635742,25,248,177
469687978,36,528,398
206385438,31,462,405
445667495,0,109,93
178754271,44,301,214
221545895,0,94,93
230897621,0,89,72
1018573693,42,56,61
415739140,33,136,88
187829539,54,4055,4267
103333603,63,1990,1900
361997106,54,585,622
119862943,55,1892,1899
891378031,61,358,361
409621305,67,1734,1609
264109168,52,282,291
301702495,41,649,609
61253885,24,481,463
132756939,41,161,136
29646977,37,643,498
100816267,51,1370,1353
110639501,0,618,593
111120417,32,978,1138
208457771,25,115,95
293461311,35,306,210
182289235,25,875,881
132224353,31,65,68
337482286,41,195,208
252143056,67,939,882
359582373,62,362,424
252001207,67,1274,1043
344992795,43,45,51
199687498,51,2082,2009
319686555,0,11,13
160211860,54,1624,1479
911778219,25,184,143
303036590,53,1480,1429
319832925,32,741,702
123756689,25,9,2
421698293,32,627,530
270338572,26,269,289
450521203,37,53,55
134843433,34,1193,1338
376795943,32,419,398
181713693,21,450,450
105063244,23,247,274
326261563,21,886,1017
458742019,33,132,133
400874167,36,24,18
887011588,26,110,119
327367481,37,180,248
311533657,76,1756,1304
308266756,47,167,176
431643342,65,923,916
346353509,62,1403,1327
96786157,43,2137,2284
203723319,67,1215,1137
363575826,53,1420,1266
237802881,57,767,752
266294600,46,1829,1443
414763168,51,950,782
100869467,67,3671,3533
878413632,43,174,117
116947735,57,1859,1839
152274929,72,4436,4105
85520487,80,3448,3082
233319389,0,884,579
292774901,76,409,318
288760470,76,3226,2924
83453817,73,3731,3603
167652310,77,1418,1262
273325704,73,1575,1429
1026186644,0,5,4
387217533,36,333,243
402824175,43,570,489
48011819,53,2389,2404
121303115,47,177,206
130526426,57,1941,1773
201888689,61,1931,1702
913159286,51,253,274
319034430,45,316,265
245766956,51,1868,1684
136427910,33,277,183
398716087,43,256,154
851039958,41,392,373
906132512,44,139,145
941709886,46,118,99
186841655,0,345,237
192204907,67,1820,1798
906304236,67,332,328
40702846,63,834,895
408577032,67,900,843
117609554,67,2548,2525
400648168,67,1786,1822
122715754,64,2004,1951
227106066,67,2568,2439
170266222,67,2377,2077
384261397,62,708,597
310831039,67,1737,1505
224892594,67,300,302
977416402,64,100,61
160855831,56,1736,1567
41601609,52,2681,2842
86655097,63,1206,1205
858280347,64,653,576
348446523,52,382,336
301794147,65,1410,1380
352626099,55,650,693
251849811,80,127,36
161316256,80,5827,2773
395247934,80,230,107
339555216,74,318,97
130928143,76,1506,1174
205209254,71,3240,2590
137873763,80,2890,1939
113417595,76,3220,2756
200373827,80,4077,3702
150760174,57,1554,1424
125128291,67,2455,2208
71913577,57,1002,883
303778038,64,2633,2526
110042770,62,1701,1534
40710346,0,2748,2633
396653903,64,745,512
204445693,41,1143,1138
307014793,53,933,817
83811137,46,437,374
198971771,41,710,749
106538691,45,395,261
130998181,37,1242,1003
85522668,51,742,596
126294456,47,1651,1536
111190179,56,1197,947
116465766,0,1232,1100
97548888,67,1694,1575
41119317,44,2024,2144
37670590,62,3471,3519
48526428,0,261,278
52927465,0,2104,2016
199480733,55,1383,1196
187459404,67,536,329
76672116,52,1295,1220
184696528,0,1698,1589
58770172,64,1568,1432
225632179,64,1355,1272
102854588,0,1187,1109
836035914,53,144,147
117413640,0,252,239
457138960,61,10,7
25407439,63,2631,2567
162445626,66,1264,1197
922513385,54,69,34
339417677,56,753,581
888976772,56,266,229
246003455,56,1101,839
68528002,54,243,212
911875196,33,151,84
214251843,15,191,154
349666435,61,974,907
172787218,80,2444,2283
91322083,80,2934,2626
100030533,80,4826,4194
105787362,80,3820,3733
96824671,74,2446,2129
314668465,80,1473,1331
197314878,80,3623,3470
205640554,80,3090,2672
119869418,80,699,469
344089895,73,3260,2812
124936266,72,1430,1276
144847523,73,2396,2198
192650272,73,840,746
258302831,75,327,257
215717617,74,399,243
349712993,76,3417,3214
140786348,73,3195,3181
137377240,76,3290,3236
136557806,0,1300,1454
140783184,62,2141,2117
343868589,62,862,727
380142413,62,275,296
298241236,64,193,170
129638853,63,3003,2713
65659619,56,1925,1805
165029432,67,2418,2139
345215510,66,965,928
67288933,63,511,508
286245158,67,1383,1134
204626647,67,2501,2370
119900759,63,706,539
157763243,67,1795,1740
160084407,61,3236,2883
141181547,31,351,366
104303702,21,1419,1446
179040228,0,489,573
370038839,26,327,368
84986543,66,2539,2411
118338493,0,2125,2118
231000443,67,325,305
207620127,67,1278,881
142212612,51,90,76
115574539,80,3480,2991
79157873,53,6428,6334
61966834,57,464,359
293170853,61,493,403
400927537,57,1243,1221
383535570,56,393,430
122276153,55,1114,1040
151504300,55,2050,1871
1013156673,55,90,85
316213416,61,597,634
902428592,32,298,224
912330176,43,80,125
359503430,0,122,153
258180043,80,1275,1139
147045994,74,2254,2103
121254434,80,2273,1951
899364088,80,401,325
318507470,76,1636,1340
215947911,80,3895,3875
75861776,44,283,225
108732475,0,600,662
24435251,0,531,561
900448006,42,513,441
178258108,42,981,766
203355873,32,1459,1477
155163309,24,620,601
36545909,26,68,93
143489317,63,2039,1864
191622792,55,1101,993
107733497,51,771,624
360915119,67,996,943
382619414,52,1101,953
154451953,61,452,324
1017709011,63,94,54
183816028,0,515,546
172890040,51,1346,1219
63489423,0,19,12
916025699,51,325,277
104864034,56,1129,1156
48964757,46,5163,5108
116619463,52,1408,1430
334827361,71,787,734
335195855,67,962,731
121110277,73,1356,1309
143502695,67,2461,2248
137391732,73,2302,2019
246913440,71,1733,1626
117166763,67,721,602
159267467,71,2394,1959
67005651,54,3597,3528
124222746,56,1196,1202
59797951,65,4932,4405
890142320,65,619,597
408749933,52,993,885
428024838,41,312,369
929443564,57,279,364
884634293,80,548,436
151277684,80,4586,4019
179628581,80,3246,3102
206844950,80,2357,2072
176989964,80,2218,2046
879229651,80,961,773
876325125,80,198,135
321132544,71,1211,1230
113772755,54,278,298
32942876,63,1075,1028
204215949,64,2201,1857
116310764,66,1727,1696
938857298,37,87,76
181036616,44,1370,1337
385759118,44,491,525
71096680,41,2493,2536
90116747,51,1151,1192
136827701,44,1152,1076
67522436,43,1209,1143
81284877,52,2119,2098
57578090,41,1056,1068
71826381,44,1481,1413
61831416,0,406,500
178760000,0,515,437
146692622,56,1365,1345
130452961,57,1598,1465
212935806,45,463,428
139967114,67,2685,2628
104866231,66,1533,1440
421297586,73,361,327
89467782,55,3095,3076
848891777,56,137,130
133932143,55,1944,1997
354787270,55,780,836
902042904,61,544,535
159933808,57,1418,1246
118480879,53,1053,923
329141051,55,1111,1049
387729166,32,435,422
425781447,32,288,212
434370585,27,432,399
298561547,53,876,644
107787227,0,1955,1909
113721731,65,2051,1920
114228844,47,936,949
152936231,53,3571,3522
107420344,53,1444,1304
334019836,57,1222,1174
131310024,65,1408,1130
106817292,63,2734,2643
60543336,65,3874,3855
400288079,57,923,886
206445678,62,1314,1176
200003279,55,77,51
396230948,44,25,21
150266333,45,798,692
888784409,52,110,114
77876636,47,1133,1086
160226285,45,1056,789
391935442,51,785,863
287028510,51,1004,852
202775603,51,132,180
192251070,52,1479,1443
192634445,26,57,69
934300276,23,192,222
183610362,21,73,96
350244083,24,516,451
199818166,31,133,129
149337631,47,1212,1102
439869638,46,204,177
246554868,44,19,17
322842112,42,166,226
190163256,47,1437,1293
189450926,36,960,869
52227030,36,167,105
416275448,44,948,911
357113220,41,775,637
108307768,35,1858,1930
327485168,32,75,44
238597418,61,763,748
118608860,56,1568,1613
296524114,61,878,857
54576357,44,1563,1563
122624389,61,3218,3061
232136075,51,1326,1372
194410972,63,2212,2164
126457103,75,1493,1419
146084579,75,303,220
138095018,76,973,950
138079481,62,797,787
138930746,75,1887,1757
120039324,63,681,711
849500704,75,525,325
147721920,71,1692,1511
286359972,64,2808,2652
125184372,46,1,0
282083984,46,399,383
885795905,47,111,156
368852330,53,340,336
71958177,43,549,559
167760400,47,1684,1774
180089227,56,1534,1372
57594245,62,2347,2221
176413615,67,1777,1743
327508313,66,784,718
491370417,57,659,733
252714971,62,1074,858
391765532,63,816,669
153038032,67,1716,1427
86940824,66,2504,2298
917484719,54,442,393
84441800,46,3159,3183
264700152,0,243,211
76894458,43,687,587
128390809,73,3298,3078
893368968,80,246,139
259200316,74,1310,1209
200008342,72,699,573
898394941,74,483,398
74172342,72,920,808
123301760,80,3049,2852
168951929,75,2951,2915
129467553,42,230,216
227551702,65,1776,1477
363492890,44,555,672
387188878,51,449,512
188091113,61,800,740
162689635,45,1900,1662
294676281,45,529,438
301203113,0,6,2
991731341,41,255,118
93630711,41,490,556
121064845,45,947,965
357582361,46,689,702
126539986,51,702,831
145397422,54,135,146
1002071847,22,143,172
352778152,21,446,452
295972089,24,267,272
457348815,33,542,500
424630196,25,264,249
252682329,27,607,576
1017961170,25,45,42
1011616942,25,50,24
193311727,54,244,194
126649370,54,199,214
842010600,65,283,208
456517835,55,464,343
290497198,52,888,724
161455970,56,558,527
416407921,42,248,223
100517969,51,2291,2340
133855962,44,1633,1692
113213980,44,75,73
903972667,46,316,303
213249821,46,1347,1231
266885380,56,2039,1952
255014003,55,3067,2847
170511193,57,1014,876
315503097,53,990,902
152868940,31,330,289
201880015,62,434,350
361399753,45,747,759
241067190,44,1250,1214
360331668,35,238,243
369464985,55,310,319
231327175,61,675,672
151237795,56,521,526
376783276,61,15,24
127299798,63,161,170
160384770,56,1715,1531
231665145,54,817,713
402472641,57,994,886
368701225,36,1401,1315
145111471,33,3678,3696
144466191,37,1654,1809
329687705,43,756,794
153151361,37,9,5
119864203,71,3555,3239
1017124894,71,79,25
301027222,71,2621,2314
121914121,64,3,3
141400919,67,1642,1559
482438538,71,708,665
129975900,62,2738,2710
117356383,41,741,748
26979786,0,816,820
127242192,56,37,37
28103904,0,591,473
292662051,54,155,159
341692029,63,462,525
113879640,56,1891,1897
352364346,62,665,633
213751851,62,1650,1285
151545577,45,1151,968
439815867,67,647,651
303028634,61,460,380
342486025,56,832,777
195423500,56,1231,1235
115957029,46,3573,3684
381586500,36,7,9
927736242,0,94,69
186246135,34,106,84
949733882,0,7,12
430646147,67,315,244
394768003,65,691,533
208437916,67,739,709
163929392,71,2511,2126
165533857,74,1536,1294
405413842,75,704,539
248904257,57,284,276
414753820,62,857,661
385843634,31,534,466
161870591,27,1835,1963
215849589,31,252,219
326085055,27,451,417
1015328617,41,148,34
169964976,42,1218,1317
449368365,36,285,270
318141488,53,2480,2154
364767382,35,244,277
390823535,0,173,142
381179341,44,234,227
270195048,25,26,18
223283763,26,345,347
297090362,41,1615,1510
138182454,33,565,584
285196056,62,1224,1158
128575826,0,1068,1067
101233141,42,652,744
37708772,52,462,454
160994903,45,1012,1096
169054067,52,1299,1330
372086354,64,787,741
195015750,47,550,396
350112982,32,36,18
872622798,66,538,409
880802665,51,114,116
272755436,51,646,637
224396954,55,75,117
975364984,55,52,63
403440238,54,244,189
112781989,26,1301,1621
237881686,27,645,638
269205836,32,1178,1210
322558932,24,504,538
146556444,63,10,25
160085683,62,730,718
342294988,61,1198,1100
202423591,62,2346,2227
74813393,57,3443,3379
225796900,62,789,660
861359181,54,515,493
136991817,56,796,747
154388609,71,2541,2492
43343406,52,343,343
121485510,61,3028,2822
297296055,63,2044,1736
908165684,75,274,194
243457044,75,3212,2957
168580117,72,1318,1081
160356390,80,1171,1106
901551910,74,715,380
932479364,80,389,294
245255951,73,539,454
171022821,51,1565,1429
201832878,36,704,715
198280433,43,198,90
276327076,36,1565,1459
228914359,51,1261,1160
259844071,33,102,67
459403864,33,376,346
158566779,44,1454,1389
891450539,43,296,221
236288494,35,609,500
215770359,33,540,456
906861230,35,344,307
240545089,57,1217,1182
119707576,32,985,1106
351511402,43,91,68
410908833,57,25,41
172074201,53,1286,1209
105594925,63,2226,1843
114024890,0,53,60
1025954211,0,1,2
1026441851,0,3,2
256599760,56,1486,1249
855565278,55,40,35
917788420,57,376,342
169224142,56,486,483
902138206,46,37,32
902048312,67,1057,865
204575901,61,1964,1840
114293515,65,2452,2368
161313911,63,2307,2152
211120363,64,1543,1343
92616344,63,290,274
292832638,56,85,108
269919528,46,1137,894
145960964,67,1905,2016
128962388,51,923,993
90757403,62,1464,1484
103897200,62,2092,2061
906539751,56,268,271
118127474,0,47,32
453556381,51,424,411
197145338,44,331,231
339289752,76,1995,1559
1689064,67,933,723
298163855,45,601,449
113981916,65,3381,3284
125412777,55,622,479
881393620,65,488,433
186612741,51,1979,1559
263433912,63,2149,1808
218054433,0,431,482
337051594,27,423,354
358018352,0,228,197
113222221,0,2291,2042
157282896,64,1963,1811
201816971,73,2428,2197
126339208,74,2260,2101
134167083,56,2485,2391
89332102,67,4016,4019
858914996,80,1202,1105
93297360,74,3751,3642
481663636,22,170,158
128972193,0,1,3
251557548,46,330,423
361127318,35,560,363
138832971,0,139,152
192731316,62,1564,1536
92003606,53,2638,2540
214821846,76,1021,939
121211557,44,412,451
190969015,75,1413,1305
130856306,63,1210,1190
246472197,65,829,821
230053571,80,1648,1603
40110264,80,2712,2466
118503077,80,3359,3247
135842327,75,1407,1191
88169395,80,3646,3020
117487335,71,3671,3282
143986500,73,68,72
183631404,64,1164,1047
248206883,57,904,913
136337948,67,641,503
120373620,61,1501,1424
121793748,0,1426,1430
57723382,63,2244,2074
110003579,65,2441,2191
358374613,57,427,383
115713912,46,236,243
915806639,53,391,310
373159629,47,1388,1242
120148398,51,1769,1791
874271491,46,303,271
126572596,62,903,853
345225417,0,30,38
164347422,47,861,634
151561826,0,26,21
145555686,67,1307,1084
125521645,55,2094,1996
229589723,24,181,178
149006553,35,859,950
381785534,42,578,499
171617276,31,892,833
870272211,41,926,715
298821015,45,1510,1344
122827589,42,2039,1901
151864433,67,1108,999
171903499,72,2584,2325
494307799,35,156,127
418423568,55,735,728
168910943,67,60,48
876413674,46,399,422
330043017,66,533,490
916554508,65,274,266
202437776,72,180,106
58737643,52,897,917
84086112,67,1398,1386
217680551,0,267,229
228715417,0,403,432
26596078,61,3045,2770
126544727,63,1893,1490
358241828,42,516,487
286051222,53,384,337
869296543,61,425,448
97668432,47,1909,2048
210489671,45,892,738
61543505,53,496,495
365691947,0,886,781
77220855,55,4151,4141
130435447,0,92,81
407912746,43,1153,1107
120536783,44,629,715
251851311,23,66,70
185750793,51,1648,1660
138659714,36,150,149
107206378,67,2866,2657
125028609,64,994,979
116650590,66,2475,2335
38086286,67,2312,2109
63433492,63,2161,2052
26684884,67,2401,2270
442686197,67,1225,1210
207860265,62,853,798
1002754726,47,168,161
852956643,23,199,162
83045010,51,1040,1105
110343575,51,3304,3330
371932511,54,1703,1600
308389044,47,533,539
315980227,0,255,350
341978875,47,861,865
255759635,44,859,708
303291207,41,322,267
374377104,57,668,664
77425245,35,2444,2512
125423056,35,479,436
186701552,26,108,172
32496836,67,2814,2766
124907261,64,1230,1106
94066707,67,1663,1491
123939199,55,1178,953
177964048,66,1004,848
104006517,61,2247,1943
112697139,0,1867,1689
911952219,67,73,112
284405760,61,887,841
254496884,67,1234,954
207540275,56,1294,1024
87089650,57,1602,1462
163181824,54,1425,1259
150158915,67,261,251
393499621,32,137,153
113833515,53,1074,1157
133751806,37,257,267
91424048,44,1781,1696
325591792,21,223,217
86994503,43,178,125
313559286,24,360,374
371518163,52,548,459
167627727,54,1200,1078
413843033,36,227,198
241447686,33,273,225
121035053,0,182,168
138461975,57,941,802
71571638,66,3127,2996
135515913,57,3127,2834
105841663,71,890,751
194751575,71,2619,2510
112234521,67,1281,1243
118657108,67,2769,2786
187082903,43,373,354
162376990,76,1813,1538
412662664,80,2253,2204
113134884,72,1440,1379
64186745,75,2763,2512
1003405204,77,226,145
297070072,76,2975,2655
207923739,80,3745,3548
52418928,77,1661,1525
378566960,31,273,200
190897148,33,124,100
377184452,26,303,303
192527329,76,2366,2173
125796998,66,2515,2053
211655429,74,2957,2618
100579125,73,252,224
86840299,67,1715,1723
311010513,55,1040,909
141405313,53,229,210
215509757,54,2401,2290
124256917,54,5142,5121
903353359,53,327,345
111797424,51,1606,1526
90532634,0,1166,1226
113584778,66,665,763
75090508,57,676,636
172826363,51,1017,816
181715675,76,4270,4048
860214711,75,442,375
345974584,0,1317,1253
869593848,73,148,76
